date,hour,demand
2021-03-14,18,78.78996276103648
2021-03-14,19,79.93632320686831
2021-03-14,20,81.11869619567449
2021-03-14,21,82.32474600109464
2021-03-14,22,83.53997718904566
2021-03-14,23,84.74900775418051
2021-03-15,0,61.157519732202694
2021-03-15,1,62.31119199810776
2021-03-15,2,63.4204353129831
2021-03-15,4,65.51138546903674
2021-03-15,5,66.51716051187017
2021-03-15,6,67.47288495858122
2021-03-15,7,68.38555810917796
2021-03-15,8,69.26591479888204
2021-03-15,9,70.12748229623713
2021-03-15,10,70.9853923451904
2021-03-15,11,71.85505370642088
2021-03-15,12,72.75080264848495
2021-03-15,13,73.68465045311207
2021-03-15,14,74.6652380290942
2021-03-15,15,75.69708902085473
2021-03-15,16,76.78022606264165
2021-03-15,17,77.91018248723157
2021-03-15,18,79.07840675592436
2021-03-15,19,80.27302226492387
2021-03-15,20,81.47987407425353
2021-03-15,21,82.68376923873012
2021-03-15,22,83.86980096048266
2021-03-15,23,85.0246401289002
2021-03-16,0,61.35827729054764
2021-03-16,1,62.42254102570578
2021-03-16,2,63.43525288353906
2021-03-16,4,65.43052975495699
2021-03-16,5,66.3493043993324
2021-03-16,6,67.23363540500638
2021-03-16,7,68.09594930501189
2021-03-16,8,68.95042003592009
2021-03-16,9,69.81173232922383
2021-03-16,10,70.69381313559225
2021-03-16,11,71.60864161830891
2021-03-16,12,72.56524015663456
2021-03-16,13,73.56893182773759
2021-03-16,14,74.62092559094681
2021-03-16,15,75.71826110550882
2021-03-16,16,76.85411341366985
2021-03-16,17,78.01842643129542
2021-03-16,18,79.19881604855848
2021-03-16,19,80.38166107563802
2021-03-16,20,81.55328516733314
2021-03-16,21,82.70112643346472
2021-03-16,22,83.81479411344266
2021-03-16,23,84.88692308055431
2021-03-17,0,61.13435170899801
2021-03-17,1,62.116002729082865
2021-03-17,2,63.0563869163519
2021-03-17,4,64.99530062670674
2021-03-17,5,65.87784289544189
2021-03-17,6,66.74836823292073
2021-03-17,7,67.6195485364473
2021-03-17,8,68.50376321446917
2021-03-17,9,69.4120601920004
2021-03-17,10,70.3532507796215
2021-03-17,11,71.33321284531604
2021-03-17,12,72.35445722925188
2021-03-17,13,73.41598854531352
2021-03-17,14,74.51346558547827
2021-03-17,15,75.63964078363813
2021-03-17,16,76.78503483234466
2021-03-17,17,77.93878354201141
2021-03-17,18,79.08958091943745
2021-03-17,19,80.22663619941606
2021-03-17,20,81.34056354339798
2021-03-17,21,82.42413103818345
2021-03-17,22,83.47280960567169
2021-03-17,23,84.48508109121389
2021-03-18,0,60.683082194815455
2021-03-18,1,61.63001283246825
2021-03-18,2,62.55327106027225
2021-03-18,4,64.49391738875336
2021-03-18,5,65.39661280322571
2021-03-18,6,66.303650545553
2021-03-18,7,67.22424426563076
2021-03-18,8,68.16626741255203
2021-03-18,9,69.1356514384623
2021-03-18,10,70.13596333981819
2021-03-18,11,71.16819127758903
2021-03-18,12,72.23074861417447
2021-03-18,13,73.31968814112909
2021-03-18,14,74.42910113084004
2021-03-18,15,75.55166152172734
2021-03-18,16,76.6792651338441
2021-03-18,17,77.80370802068508
2021-03-18,18,78.9173471771273
2021-03-18,19,80.0136906942164
2021-03-18,20,81.08787253183401
2021-03-18,21,82.13697849104969
2021-03-18,22,83.1602035908001
2021-03-18,23,84.15883563967401
2021-03-19,0,60.35666988594778
2021-03-19,2,62.34977696494535
2021-03-19,4,64.33221763163523
2021-03-19,5,65.27810414230716
2021-03-19,6,66.22661257497134
2021-03-19,7,67.18403836998736
2021-03-19,8,68.15580698242971
2021-03-19,9,69.14609686031446
2021-03-19,10,70.15757435963445
2021-03-19,11,71.19125499884488
2021-03-19,12,72.24649493767603
2021-03-19,13,73.32110643442826
2021-03-19,14,74.41158206481795
2021-03-19,15,75.51340529068668
2021-03-19,16,76.62141997050337
2021-03-19,17,77.73022881484678
2021-03-19,18,78.83459060755125
2021-03-19,19,79.92978804548676
2021-03-19,20,81.01194195078901
2021-03-19,21,82.07825292289044
2021-03-19,22,83.12715770841416
2021-03-19,23,84.15839414885053
2021-03-20,0,60.39357083405057
2021-03-20,1,61.393672853366134
2021-03-20,2,62.38245203255026
2021-03-20,5,65.42875107176653
2021-03-20,6,66.40701452923247
2021-03-20,7,67.38668644097842
2021-03-20,8,68.37210305934168
2021-03-20,9,69.36715479643036
2021-03-20,10,70.37503236677658
2021-03-20,11,71.39802204186083
2021-03-20,12,72.43736144878265
2021-03-20,13,73.49316377237375
2021-03-20,14,74.56441435704014
2021-03-20,15,75.64903969537988
2021-03-20,16,76.74404477600847
2021-03-20,17,77.84571088781995
2021-03-20,18,78.94984239665264
2021-03-20,19,80.05204789007576
2021-03-20,20,81.14803860447664
2021-03-20,21,82.23392538634198
2021-03-20,22,83.30649476672109
2021-03-20,23,84.36344518590283
2021-03-21,1,61.65663706880006
2021-03-21,2,62.67991650348089
2021-03-21,3,63.68756700652058
2021-03-21,5,65.71443978000042
2021-03-21,7,67.73145205797225
2021-03-21,8,68.7103112100432
2021-03-21,9,69.68817288947172
2021-03-21,10,70.6698761759698
2021-03-21,11,71.6600557129318
2021-03-21,12,72.66278149680909
2021-03-21,13,73.68122925155433
2021-03-21,14,74.71740824660002
2021-03-21,15,75.77197030184395
2021-03-21,16,76.84411848980595
2021-03-21,17,77.93162698342282
2021-03-21,18,79.03097508057186
2021-03-21,19,80.13758929030452
2021-03-21,20,81.246178226371
2021-03-21,21,82.35113670556176
2021-03-21,22,83.44698865692678
2021-03-21,23,84.52883388774744
2021-03-22,0,60.813357747153916
2021-03-22,1,61.85679331308693
2021-03-22,2,62.87874201687706
2021-03-22,5,65.94486290944585
2021-03-22,6,66.92765116122212
2021-03-22,7,67.89598298354933
2021-03-22,8,68.85502452610137
2021-03-22,9,69.81078037686409
2021-03-22,10,70.76961027476078
2021-03-22,11,71.73770311674642
2021-03-22,12,72.72055192593213
2021-03-22,13,73.72247473767413
2021-03-22,14,74.74622376134253
2021-03-22,15,75.79271878111606
2021-03-22,16,76.86093100839051
2021-03-22,17,77.94793124705458
2021-03-22,18,79.04910229598556
2021-03-22,19,80.1585011814579
2021-03-22,21,82.30181852427727
2021-03-22,22,83.40704475453607
2021-03-22,23,84.4999233519324
2021-03-23,0,60.79523176308454
2021-03-23,1,61.84739135521786
2021-03-23,6,67.00434655623035
2021-03-23,7,68.00583044950888
2021-03-23,8,68.98343943547027
2021-03-23,9,69.94091823804523
2021-03-23,10,70.88376792507704
2021-03-23,11,71.81879518504176
2021-03-23,12,72.75354037947035
2021-03-23,13,73.69563258522506
2021-03-23,14,74.6521271611637
2021-03-23,15,75.62888388508213
2021-03-23,16,76.63004109254761
2021-03-23,17,77.6576336489168
2021-03-23,18,78.71139059171578
2021-03-23,19,79.78873289203696
2021-03-23,20,80.88497432411766
2021-03-23,21,81.99371043475705
2021-03-23,22,83.10736367568794
2021-03-23,23,84.21783843875187
2021-03-24,0,60.537825148339685
2021-03-24,2,62.651591616138944
2021-03-24,5,65.77423595529463
2021-03-24,6,66.80485387823565
2021-03-24,7,67.80726337845904
2021-03-24,8,68.78280165224615
2021-03-24,9,69.7351811979832
2021-03-24,11,71.70265952657161
2021-03-24,12,72.62764686625951
2021-03-24,13,73.55092142195403
2021-03-24,14,74.48100391069039
2021-03-24,15,75.4258826718841
2021-03-24,16,76.39230482272293
2021-03-24,17,77.38517205925092
2021-03-24,18,78.40709572576884
2021-03-24,19,79.4581520010639
2021-03-24,20,80.53586050014204
2021-03-24,21,81.63538981087738
2021-03-24,22,82.74997323681066
2021-03-24,23,83.87149911724539
2021-03-25,0,60.21182006071237
2021-03-25,1,61.321143437185526
2021-03-25,2,62.41237164616595
2021-03-25,5,65.54435809321815
2021-03-25,6,66.58325206823456
2021-03-25,7,67.59256312276943
2021-03-25,8,68.57350051912564
2021-03-25,9,69.52982936200515
2021-03-25,10,70.46754862265823
2021-03-25,11,71.39436909170809
2021-03-25,12,72.31903693936896
2021-03-25,13,73.25056253888825
2021-03-25,14,74.19742290008764
2021-03-25,15,75.16680866455653
2021-03-25,16,76.16398287713949
2021-03-25,17,77.19180898447476
2021-03-25,18,78.25049057833857
2021-03-25,19,79.3375466246433
2021-03-25,20,80.44802497228838
2021-03-25,21,81.57493569264146
2021-03-25,22,82.70986616350919
2021-03-25,23,83.84372354317017
2021-03-26,0,60.18813464986701
2021-03-26,1,61.29385703309586
2021-03-26,2,62.375067767531185
2021-03-26,5,65.49250067716234
2021-03-26,6,66.51461626741207
2021-03-26,7,67.50745130800111
2021-03-26,8,68.47472370052948
2021-03-26,9,69.42245612463698
2021-03-26,10,70.35844531480198
2021-03-26,11,71.29157437000049
2021-03-26,12,72.23102905026096
2021-03-26,13,73.18548747789016
2021-03-26,14,74.16235494174641
2021-03-26,15,75.16711140885083
2021-03-26,16,76.20282925722384
2021-03-26,17,77.26990356984639
2021-03-26,18,78.36601843579464
2021-03-26,19,79.48635178198543
2021-03-26,20,80.62400017362785
2021-03-26,21,81.77058564685717
2021-03-26,22,82.91699068654438
2021-03-26,23,84.05415633714108
2021-03-27,0,60.39446890746062
2021-03-27,1,61.490090980462384
2021-03-27,2,62.55711142348742
2021-03-27,3,63.59354833455943
2021-03-27,4,64.60010895764108
2021-03-27,6,66.61259347890508
2021-03-27,7,67.57169477615508
2021-03-27,8,68.5173490195105
2021-03-27,9,69.45817835107636
2021-03-27,10,70.40321138890462
2021-03-27,11,71.36109684484886
2021-03-27,12,72.33935410826233
2021-03-27,13,73.34372578033027
2021-03-27,14,74.37768779381933
2021-03-27,15,75.44215861477373
2021-03-27,16,76.53543137861104
2021-03-27,17,77.65333324114013
2021-03-27,18,78.78959645642253
2021-03-27,19,79.93640745811778
2021-03-27,20,81.08508509554926
2021-03-27,21,82.22682844626209
2021-03-27,22,83.35346917956822
2021-03-27,23,84.45816369401487
2021-03-28,0,60.75656191416084
2021-03-28,1,61.804829864375556
2021-03-28,2,62.82342999935483
2021-03-28,3,63.8147275940396
2021-03-28,4,64.78336345859947
2021-03-28,5,65.735839478022
2021-03-28,7,67.71242541672537
2021-03-28,8,68.6565860776623
2021-03-28,9,69.60911477840264
2021-03-28,10,70.5775310861951
2021-03-28,11,71.5679296668334
2021-03-28,12,72.58448121278042
2021-03-28,13,73.62910110103576
2021-03-28,14,74.70131146251485
2021-03-28,15,75.79830561463217
2021-03-28,16,76.9152066030603
2021-03-28,17,78.04549538938895
2021-03-28,18,79.18157036547993
2021-03-28,19,80.31538950061548
2021-03-28,20,81.43914034135545
2021-03-28,21,82.54588171167046
2021-03-28,22,83.63010431841184
2021-03-28,23,84.6881651700215
2021-03-29,0,60.939157829734555
2021-03-29,2,62.97509892841019
2021-03-29,3,63.954512333406655
2021-03-29,4,64.9146330715993
2021-03-29,5,65.86168932774052
2021-03-29,6,66.80285172167262
2021-03-29,7,67.7456395136756
2021-03-29,8,68.69730838964506
2021-03-29,9,69.66426974012553
2021-03-29,10,70.65158770994694
2021-03-29,11,71.6625929922088
2021-03-29,12,72.6986420682781
2021-03-29,13,73.75903827173678
2021-03-29,14,74.84111773407369
2021-03-29,15,75.94049005496086
2021-03-29,16,77.05141148677242
2021-03-29,17,78.16725845878987
2021-03-29,18,79.28106211925069
2021-03-29,19,80.3860607206428
2021-03-29,20,81.47622631457196
2021-03-29,21,82.54672527310169
2021-03-29,22,83.59427826494304
2021-03-29,23,84.61739391252328
2021-03-30,0,60.837056501241825
2021-03-30,2,62.84676386137381
2021-03-30,6,66.9034340290938
2021-03-30,7,67.84985641178713
2021-03-30,8,68.78953010978589
2021-03-30,9,69.7289644307118
2021-03-30,10,70.6746059053543
2021-03-30,11,71.6323516442891
2021-03-30,12,72.60711067293516
2021-03-30,13,73.6024450622956
2021-03-30,14,74.62031616854134
2021-03-30,15,75.66095311804801
2021-03-30,16,76.72285145835869
2021-03-30,17,77.80290032154213
2021-03-30,18,78.89662719630678
2021-03-30,19,79.99854111459965
2021-03-30,20,81.10254827655532
2021-03-30,21,82.20240929506843
2021-03-30,22,83.29220462672868
2021-03-30,23,84.36677450342646
2021-03-31,1,61.67517274704661
2021-03-31,2,62.70868122432388
2021-03-31,5,65.78437877493175
2021-03-31,6,66.773129155144
2021-03-31,7,67.74230269606377
2021-03-31,8,68.69580231803128
2021-03-31,9,69.63873220607647
2021-03-31,10,70.5770268859618
2021-03-31,11,71.51701731190624
2021-03-31,12,72.4649648849507
2021-03-31,13,73.42659687754278
2021-03-31,14,74.40667699486654
2021-03-31,15,75.40864270242227
2021-03-31,16,76.43433659209812
2021-03-31,17,77.48385269826366
2021-03-31,18,78.55551070600723
2021-03-31,19,79.64596193228105
2021-03-31,20,80.75042141653739
2021-03-31,21,81.86301109498379
2021-03-31,22,82.97719052835036
2021-03-31,23,84.08624464874113
2021-04-01,0,60.404388853605376
2021-04-01,1,61.48487866969859
2021-04-01,2,62.54402347225903
2021-04-01,6,66.67657914787725
2021-04-01,7,67.68687501866499
2021-04-01,8,68.67346258490213
2021-04-01,9,69.63936095658681
2021-04-01,10,70.58928249443925
2021-04-01,11,71.52929758370722
2021-04-01,12,72.46638695821832
2021-04-01,13,73.40791384380684
2021-04-01,14,74.3610553274261
2021-04-01,15,75.33223661343469
2021-04-01,16,76.326612762529
2021-04-01,17,77.34763993147878
2021-04-01,18,78.39677212910338
2021-04-01,19,79.4733104426252
2021-04-01,20,80.57442019847079
2021-04-01,21,81.69531845441271
2021-04-01,22,82.82962058774561
2021-04-01,23,83.96982164153576
2021-04-02,0,60.32847241425136
2021-04-02,2,62.488905926952555
2021-04-02,5,65.6645005294078
2021-04-02,6,66.75193738127572
2021-04-02,7,67.81209224271758
2021-04-02,8,68.84306524748999
2021-04-02,9,69.84531699039505
2021-04-02,10,70.82166564941603
2021-04-02,11,71.77709226912711
2021-04-02,12,72.71836672277558
2021-04-02,13,73.65352191165674
2021-04-02,14,74.59121682430755
2021-04-02,15,75.54003902205667
2021-04-02,16,76.50780303624295
2021-04-02,17,77.50090247178329
2021-04-02,18,78.52377010673273
2021-04-02,19,79.57849215902817
2021-04-02,20,80.66461075863336
2021-04-02,21,81.77913346983729
2021-04-02,22,82.91675168882831
2021-04-02,23,84.07025230961725
2021-04-03,0,60.451686488794515
2021-04-03,1,61.61067478815733
2021-04-03,2,62.758729721294394
2021-04-03,3,63.8876178728281
2021-04-03,5,66.02311174756646
2021-04-03,6,67.09564813546818
2021-04-03,7,68.13556881260976
2021-04-03,8,69.1434063215871
2021-04-03,9,70.12232552430734
2021-04-03,10,71.07787136620225
2021-04-03,11,72.01751794505539
2021-04-03,12,72.95005567198811
2021-04-03,13,73.88486716078097
2021-04-03,14,74.83115210108257
2021-04-03,15,75.79716590932826
2021-04-03,16,76.7895359908239
2021-04-03,17,77.8127130438317
2021-04-03,18,78.86860352018755
2021-04-03,19,79.95641408413321
2021-04-03,20,81.07272098586986
2021-04-03,21,82.21175822729194
2021-04-03,22,83.36589988318437
2021-04-03,23,84.52629554750132
2021-04-04,0,60.9042008209805
2021-04-04,1,62.0493658813254
2021-04-04,2,63.17435424837454
2021-04-04,3,64.27281328361252
2021-04-04,6,67.40552958003155
2021-04-04,7,68.44095060803176
2021-04-04,8,69.44499807348657
2021-04-04,9,70.42115858565323
2021-04-04,10,71.3751181265772
2021-04-04,11,72.31426701045649
2021-04-04,12,73.24706935963505
2021-04-04,13,74.18235175974809
2021-04-04,14,75.12857192212024
2021-04-04,15,76.09312904666791
2021-04-04,16,77.08177313280882
2021-04-04,17,78.098161185387
2021-04-04,18,79.143594984636
2021-04-04,19,80.21695904924533
2021-04-04,20,81.31486006097987
2021-04-04,21,82.43195187376345
2021-04-04,22,83.56141479137234
2021-04-04,23,84.69554538096558
2021-04-05,0,61.04700052565676
2021-04-05,1,62.16706508669616
2021-04-05,2,63.269825728265026
2021-04-05,3,64.35028610629894
2021-04-05,5,66.43779701247446
2021-04-05,6,67.46634990480875
2021-04-05,7,68.46944642975289
2021-04-05,8,69.45004494289061
2021-04-05,9,70.41273057666281
2021-04-05,10,71.36328901776439
2021-04-05,11,72.3081995007483
2021-04-05,12,73.25409260931642
2021-04-05,13,74.20721954779629
2021-04-05,14,75.17297649227461
2021-04-05,15,76.15552089194844
2021-04-05,16,77.15750692563125
2021-04-05,17,78.17995572469006
2021-04-05,18,79.2222635884373
2021-04-05,19,80.28233940351083
2021-04-05,20,81.35685191243428
2021-04-05,21,82.4415592515859
2021-04-05,22,83.53168792601699
2021-04-05,23,84.6223264262486
2021-04-06,0,60.92939581570222
2021-04-06,1,62.007593232669535
2021-04-06,2,63.074222829129084
2021-04-06,5,66.19193394097259
2021-04-06,6,67.2295959394759
2021-04-06,7,68.25199317704482
2021-04-06,8,69.25993935381932
2021-04-06,9,70.25508277989564
2021-04-06,10,71.23972019246592
2021-04-06,11,72.21659036824651
2021-04-06,12,73.18866726124082
2021-04-06,13,74.15896927601632
2021-04-06,14,75.13039674445153
2021-04-06,15,76.1056043759691
2021-04-06,16,77.08691011257275
2021-04-06,17,78.07623711889647
2021-04-06,18,79.07508213660816
2021-04-06,19,80.08450151477906
2021-04-06,20,81.10510605402648
2021-04-06,21,82.13705729538196
2021-04-06,22,83.18006074263857
2021-04-06,23,84.23335524119138
2021-04-07,2,62.58124789159429
